No,学校名,住所,措置名称,開始日,終了日,学年等
1,札幌市立篠路中学校,札幌市北区篠路町篠路368番地,学級閉鎖,2017/11/22(水),2017/11/24(金),1年2組32
2,札幌市立平岡中学校,札幌市清田区平岡2条5丁目4番10号,学級閉鎖,2017/11/22(水),2017/11/24(金),2年5組35
3,札幌市立澄川南小学校,札幌市南区澄川5条13丁目7-1,学級閉鎖,2017/11/25(土),2017/11/27(月),1年2組31
4,札幌市立発寒小学校,札幌市西区発寒10条4丁目1番62号,学級閉鎖,2017/11/25(土),2017/11/27(月),3年2組39
5,札幌市立平岸小学校,札幌市豊平区平岸2条14丁目1-28,学級閉鎖,2017/11/28(火),2017/11/30(木),5年3組31
6,札幌市立三里塚小学校,北海道札幌市清田区里塚二条六丁目七番一号,学級閉鎖,2017/11/28(火),2017/11/30(木),1年1組32
7,札幌市立澄川西小学校,北海道札幌市南区澄川2条5丁目7番2号,学年閉鎖,2017/11/28(火),2017/11/30(木),3年31
8,札幌市立澄川西小学校,北海道札幌市南区澄川2条5丁目7番2号,学級閉鎖,2017/11/28(火),2017/11/30(木),1年2組24
9,札幌市立澄川西小学校,北海道札幌市南区澄川2条5丁目7番2号,学級閉鎖,2017/11/28(火),2017/11/30(木),4年1組21
10,札幌市立発寒小学校,札幌市西区発寒10条4丁目1番62号,学級閉鎖,2017/11/28(火),2017/11/30(木),6年1組30
11,札幌市立平岡中学校,札幌市清田区平岡2条5丁目4番10号,学級閉鎖,2017/11/29(水),2017/12/01(金),1年1組34
12,札幌市立西陵中学校,北海道札幌市西区発寒15条2丁目5-1,学級閉鎖,2017/11/29(水),2017/12/01(金),1年2組32
13,札幌市立平岸中学校,札幌市豊平区平岸1条21丁目3番1号,学級閉鎖,2017/11/30(木),2017/12/02(土),1年2組29
14,札幌市立西陵中学校,北海道札幌市西区発寒15条2丁目5-1,学級閉鎖,2017/11/30(木),2017/12/02(土),2年2組36
15,札幌市立西陵中学校,北海道札幌市西区発寒15条2丁目5-1,学級閉鎖,2017/11/30(木),2017/12/02(土),1年4組32
16,札幌市立元町北小学校,北海道札幌市東区北31条東14丁目1番1号,学級閉鎖,2017/11/29(水),2017/12/03(日),5年3組40
17,札幌市立三里塚小学校,北海道札幌市清田区里塚二条六丁目七番一号,学級閉鎖,2017/12/01(金),2017/12/03(日),2年3組25
18,札幌市立西陵中学校,北海道札幌市西区発寒15条2丁目5-1,学級閉鎖,2017/12/01(金),2017/12/04(月),2年1組37
19,札幌市立三里塚小学校,北海道札幌市清田区里塚二条六丁目七番一号,学級閉鎖,2017/12/02(土),2017/12/05(火),2年1組25
20,札幌市立三里塚小学校,北海道札幌市清田区里塚二条六丁目七番一号,学級閉鎖,2017/12/02(土),2017/12/05(火),3年2組28
21,札幌市立石山南小学校,札幌市南区石山2条8丁目8-1,学級閉鎖,2017/12/02(土),2017/12/06(水),1年1組20
22,札幌市立平岸中学校,札幌市豊平区平岸1条21丁目3番1号,学級閉鎖,2017/12/05(火),2017/12/06(水),1年1組29
23,札幌市立元町小学校,札幌市東区北25条東17丁目,学級閉鎖,2017/12/05(火),2017/12/07(木),1年1組34
24,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/05(火),2017/12/07(木),5年3組36
25,札幌市立北都小学校,札幌市白石区北郷3条11丁目,学級閉鎖,2017/12/05(火),2017/12/07(木),4年1組26
26,札幌市立北都小学校,札幌市白石区北郷3条11丁目,学級閉鎖,2017/12/05(火),2017/12/07(木),4年3組27
27,札幌市立北都小学校,札幌市白石区北郷3条11丁目,学級閉鎖,2017/12/05(火),2017/12/07(木),5年2組33
28,札幌市立平岸小学校,札幌市豊平区平岸2条14丁目1-28,学級閉鎖,2017/12/05(火),2017/12/07(木),1年3組25
29,札幌市立石山小学校,北海道札幌市南区石山一条四丁目1-1,学年閉鎖,2017/12/05(火),2017/12/07(木),2年33
30,札幌市立石山小学校,北海道札幌市南区石山一条四丁目1-1,学級閉鎖,2017/12/05(火),2017/12/07(木),1年2組18
31,札幌市立真駒内公園小学校,北海道札幌市南区真駒内曙町2丁目1-1,学年閉鎖,2017/12/05(火),2017/12/07(木),3年66
32,札幌市立真駒内公園小学校,北海道札幌市南区真駒内曙町2丁目1-1,学年閉鎖,2017/12/05(火),2017/12/07(木),5年64
33,札幌市立真駒内公園小学校,北海道札幌市南区真駒内曙町2丁目1-1,学級閉鎖,2017/12/05(火),2017/12/07(木),1年2組22
34,札幌市立真駒内公園小学校,北海道札幌市南区真駒内曙町2丁目1-1,学級閉鎖,2017/12/05(火),2017/12/07(木),2年1組23
35,札幌市立真駒内公園小学校,北海道札幌市南区真駒内曙町2丁目1-1,学級閉鎖,2017/12/05(火),2017/12/07(木),4年1組38
36,札幌市立真駒内公園小学校,北海道札幌市南区真駒内曙町2丁目1-1,学級閉鎖,2017/12/05(火),2017/12/07(木),6年1組34
37,札幌市立発寒小学校,札幌市西区発寒10条4丁目1番62号,学級閉鎖,2017/12/05(火),2017/12/07(木),5年3組34
38,札幌市立発寒西小学校,北海道札幌市西区発寒五条七丁目1-2,学級閉鎖,2017/12/05(火),2017/12/07(木),1年3組28
39,札幌市立西野第二小学校,札幌市西区西野8条7丁目1-1,学級閉鎖,2017/12/05(火),2017/12/07(木),4年3組32
40,札幌市立石山南小学校,札幌市南区石山2条8丁目8-1,学級閉鎖,2017/12/05(火),2017/12/08(金),3年2組21
41,札幌市立あいの里東小学校,北海道札幌市北区あいの里三条七丁目11-1,学級閉鎖,2017/12/06(水),2017/12/08(金),2年2組23
42,札幌市立あいの里東小学校,北海道札幌市北区あいの里三条七丁目11-1,学級閉鎖,2017/12/06(水),2017/12/08(金),2年3組24
43,札幌市立真栄小学校,札幌市清田区美しが丘1条1丁目1-10,学級閉鎖,2017/12/06(水),2017/12/08(金),2年1組24
44,札幌市立真駒内公園小学校,北海道札幌市南区真駒内曙町2丁目1-1,学級閉鎖,2017/12/06(水),2017/12/08(金),2年2組26
45,札幌市立発寒小学校,札幌市西区発寒10条4丁目1番62号,学級閉鎖,2017/12/06(水),2017/12/08(金),1年3組32
46,札幌市立発寒西小学校,北海道札幌市西区発寒五条七丁目1-2,学級閉鎖,2017/12/06(水),2017/12/08(金),1年4組29
47,札幌市立西小学校,札幌市西区発寒7条13丁目,学級閉鎖,2017/12/06(水),2017/12/08(金),1年4組35
48,札幌市立西小学校,札幌市西区発寒7条13丁目,学級閉鎖,2017/12/06(水),2017/12/08(金),3年2組34
49,札幌市立西小学校,札幌市西区発寒7条13丁目,学級閉鎖,2017/12/06(水),2017/12/08(金),4年2組38
50,札幌市立西小学校,札幌市西区発寒7条13丁目,学級閉鎖,2017/12/06(水),2017/12/08(金),5年3組35
51,札幌市立上野幌東小学校,札幌市厚別区上野幌2条4丁目,学級閉鎖,2017/12/07(木),2017/12/08(金),6年2組32
52,札幌市立光陽小学校,北海道札幌市北区新琴似五条11丁目4番1号,学級閉鎖,2017/12/05(火),2017/12/09(土),1年1組34
53,札幌市立拓北小学校,北海道札幌市北区あいの里2条1丁目24番1号,学級閉鎖,2017/12/07(木),2017/12/10(日),3年1組37
54,札幌市立三里塚小学校,北海道札幌市清田区里塚二条六丁目七番一号,学級閉鎖,2017/12/07(木),2017/12/10(日),2年2組26
55,札幌市立三里塚小学校,北海道札幌市清田区里塚二条六丁目七番一号,学級閉鎖,2017/12/07(木),2017/12/10(日),3年1組29
56,札幌市立山の手南小学校,北海道札幌市西区山の手1条9丁目,学級閉鎖,2017/12/07(木),2017/12/10(日),4年2組30
57,札幌市立太平小学校,北海道札幌市北区篠路一条二丁目6-20,学級閉鎖,2017/12/08(金),2017/12/10(日),2年1組24
58,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/08(金),2017/12/10(日),1年1組35
59,札幌市立上野幌東小学校,札幌市厚別区上野幌2条4丁目,学年閉鎖,2017/12/08(金),2017/12/10(日),6年31
60,札幌市立真駒内公園小学校,北海道札幌市南区真駒内曙町2丁目1-1,学級閉鎖,2017/12/08(金),2017/12/10(日),4年2組37
61,札幌市立東山小学校,札幌市豊平区平岸4条11丁目6-1,学年閉鎖,2017/12/12(火),2017/12/13(水),1年83
62,札幌市立真駒内曙中学校,札幌市南区真駒内曙町2丁目1番2号,学級閉鎖,2017/12/12(火),2017/12/13(水),3年2組33
63,北海道札幌市立北翔養護学校,北海道札幌市西区発寒11条6丁目2-1,休校,2017/12/11(月),2017/12/13(水),-26
64,札幌市立幌南小学校,札幌市中央区南21条西5丁目1-1,学級閉鎖,2017/12/12(火),2017/12/14(木),3年2組30
65,札幌市立白楊小学校,北海道札幌市北区北二十四条西7丁目,学級閉鎖,2017/12/12(火),2017/12/14(木),5年1組36
66,札幌市立太平小学校,北海道札幌市北区篠路一条二丁目6-20,学年閉鎖,2017/12/12(火),2017/12/14(木),4年90
67,札幌市立太平小学校,北海道札幌市北区篠路一条二丁目6-20,学級閉鎖,2017/12/12(火),2017/12/14(木),1年3組25
68,札幌市立太平小学校,北海道札幌市北区篠路一条二丁目6-20,学級閉鎖,2017/12/12(火),2017/12/14(木),2年1組24
69,札幌市立太平小学校,北海道札幌市北区篠路一条二丁目6-20,学級閉鎖,2017/12/12(火),2017/12/14(木),自閉症・情緒障がい学級1組5
70,札幌市立あいの里東小学校,北海道札幌市北区あいの里三条七丁目11-1,学級閉鎖,2017/12/12(火),2017/12/14(木),1年2組26
71,札幌市立あいの里東小学校,北海道札幌市北区あいの里三条七丁目11-1,学級閉鎖,2017/12/12(火),2017/12/14(木),5年4組30
72,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学年閉鎖,2017/12/12(火),2017/12/14(木),1年175
73,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/12(火),2017/12/14(木),2年4組34
74,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/12(火),2017/12/14(木),5年4組36
75,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/12(火),2017/12/14(木),6年2組40
76,札幌市立大谷地小学校,札幌市白石区本通18丁目南1-1,学級閉鎖,2017/12/12(火),2017/12/14(木),3年3組28
77,札幌市立しらかば台小学校,札幌市豊平区月寒東4条18丁目10番43号,学級閉鎖,2017/12/12(火),2017/12/14(木),1年2組24
78,札幌市立真栄小学校,札幌市清田区美しが丘1条1丁目1-10,学級閉鎖,2017/12/12(火),2017/12/14(木),1年3組24
79,札幌市立真栄小学校,札幌市清田区美しが丘1条1丁目1-10,学級閉鎖,2017/12/12(火),2017/12/14(木),2年2組23
80,札幌市立真栄小学校,札幌市清田区美しが丘1条1丁目1-10,学級閉鎖,2017/12/12(火),2017/12/14(木),3年2組28
81,札幌市立真栄小学校,札幌市清田区美しが丘1条1丁目1-10,学級閉鎖,2017/12/12(火),2017/12/14(木),4年1組28
82,札幌市立真栄小学校,札幌市清田区美しが丘1条1丁目1-10,学級閉鎖,2017/12/12(火),2017/12/14(木),4年2組27
83,札幌市立真栄小学校,札幌市清田区美しが丘1条1丁目1-10,学級閉鎖,2017/12/12(火),2017/12/14(木),5年3組28
84,札幌市立西野第二小学校,札幌市西区西野8条7丁目1-1,学級閉鎖,2017/12/12(火),2017/12/14(木),2年2組28
85,札幌市立平岸小学校,札幌市豊平区平岸2条14丁目1-28,学級閉鎖,2017/12/12(火),2017/12/14(木),3年3組36
86,札幌市立円山小学校,札幌市中央区北1条西25丁目,休校,2017/12/12(火),2017/12/15(金),-918
87,札幌市立前田小学校,札幌市手稲区前田6条11丁目3-1,学年閉鎖,2017/12/12(火),2017/12/15(金),2年60
88,札幌市立前田小学校,札幌市手稲区前田6条11丁目3-1,学年閉鎖,2017/12/12(火),2017/12/15(金),4年42
89,札幌市立前田小学校,札幌市手稲区前田6条11丁目3-1,学年閉鎖,2017/12/12(火),2017/12/15(金),6年38
90,北海道札幌市立北翔養護学校(高等部),北海道札幌市西区発寒11条6丁目2-1,休校,2017/12/11(月),2017/12/13(水),-26
91,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/13(水),2017/12/15(金),2年2組34
92,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/13(水),2017/12/15(金),4年2組35
93,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/13(水),2017/12/15(金),4年4組35
94,札幌市立米里小学校,札幌市白石区米里1条3丁目8-1,休校,2017/12/13(水),2017/12/15(金),-284
95,札幌市立三里塚小学校,北海道札幌市清田区里塚二条六丁目七番一号,学級閉鎖,2017/12/13(水),2017/12/15(金),5年2組34
96,札幌市立真栄小学校,札幌市清田区美しが丘1条1丁目1-10,学級閉鎖,2017/12/13(水),2017/12/15(金),2年3組24
97,札幌市立真栄小学校,札幌市清田区美しが丘1条1丁目1-10,学級閉鎖,2017/12/13(水),2017/12/15(金),3年3組27
98,札幌市立平岡中央小学校,札幌市清田区平岡5条3丁目9番1号,学級閉鎖,2017/12/13(水),2017/12/15(金),3年3組35
99,札幌市立美しが丘小学校,札幌市清田区美しが丘2条5丁目,学級閉鎖,2017/12/13(水),2017/12/15(金),1年2組25
100,札幌市立前田小学校,札幌市手稲区前田6条11丁目3-1,学年閉鎖,2017/12/13(水),2017/12/15(金),1年38
101,札幌市立前田小学校,札幌市手稲区前田6条11丁目3-1,学年閉鎖,2017/12/13(水),2017/12/15(金),5年36
102,札幌市立三里塚小学校,北海道札幌市清田区里塚二条六丁目七番一号,学年閉鎖,2017/12/14(木),2017/12/15(金),5年34
103,札幌市立光陽小学校,北海道札幌市北区新琴似五条11丁目4番1号,学級閉鎖,2017/12/14(木),2017/12/17(日),2年2組23
104,札幌市立元町小学校,札幌市東区北25条東17丁目,学級閉鎖,2017/12/14(木),2017/12/17(日),3年2組31
105,札幌市立山の手南小学校,北海道札幌市西区山の手一条9丁目,学級閉鎖,2017/12/14(木),2017/12/17(日),1年3組29
106,札幌市立山の手南小学校,北海道札幌市西区山の手一条9丁目,学級閉鎖,2017/12/14(木),2017/12/17(日),2年2組25
107,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/15(金),2017/12/17(日),2年5組34
108,札幌市立西岡北小学校,北海道札幌市豊平区西岡3条6丁目7-20,学級閉鎖,2017/12/15(金),2017/12/17(日),5年2組32
109,札幌市立清田小学校,北海道札幌市清田区清田一条4丁目3-30,学級閉鎖,2017/12/15(金),2017/12/17(日),3年1組37
110,札幌市立三里塚小学校,北海道札幌市清田区里塚二条六丁目七番一号,学級閉鎖,2017/12/16(土),2017/12/17(日),5年1組34
111,札幌市立北の沢小学校,札幌市南区北ノ沢1727番地5,学年閉鎖,2017/12/15(金),2017/12/17(日),5年24
112,札幌市立手稲東小学校,札幌市西区西野4条3丁目7番1号,学級閉鎖,2017/12/15(金),2017/12/17(日),3年2組32
113,札幌市立手稲中央幼稚園,札幌市手稲区手稲本町2条5丁目,学年閉鎖,2017/12/15(金),2017/12/18(月),4歳児そら組32
114,札幌市立八軒西小学校,北海道札幌市西区八軒3条西5丁目1番1号,学級閉鎖,2017/12/15(金),2017/12/18(月),4年2組24
115,札幌市立光陽小学校,北海道札幌市北区新琴似五条11丁目4番1号,学級閉鎖,2017/12/15(金),2017/12/19(火),1年2組33
116,札幌市立幌南小学校,札幌市中央区南21条西5丁目1-1,学級閉鎖,2017/12/16(土),2017/12/19(火),5年3組30
117,札幌市立二条小学校,北海道札幌市中央区南2条西15丁目,学年閉鎖,2017/12/16(土),2017/12/19(火),1年97
118,札幌市立二条小学校,北海道札幌市中央区南2条西15丁目,学級閉鎖,2017/12/16(土),2017/12/19(火),2年1組28
119,札幌市立新川小学校,札幌市北区新川5条15丁目,学級閉鎖,2017/12/16(土),2017/12/19(火),1年1組34
120,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学年閉鎖,2017/12/16(土),2017/12/19(火),6年120
121,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/16(土),2017/12/19(火),1年4組34
122,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/16(土),2017/12/19(火),4年3組35
123,札幌市立美しが丘緑小学校,札幌市清田区美しが丘4条5丁目8番1号,学年閉鎖,2017/12/16(土),2017/12/20(水),1年23
124,札幌市立苗穂小学校,札幌市東区北9条東13丁目,学級閉鎖,2017/12/19(火),2017/12/20(水),2年2組29
125,札幌市立手稲中央幼稚園,札幌市手稲区手稲本町2条5丁目,学年閉鎖,2017/12/19(火),2017/12/21(木),3歳児にじ組20
126,札幌市立手稲中央幼稚園,札幌市手稲区手稲本町2条5丁目,学年閉鎖,2017/12/19(火),2017/12/21(木),5歳児こだま組28
127,札幌市立幌南小学校,札幌市中央区南21条西5丁目1-1,学級閉鎖,2017/12/19(火),2017/12/21(木),1年1組35
128,札幌市立新川小学校,札幌市北区新川5条15丁目,学級閉鎖,2017/12/19(火),2017/12/21(木),1年2組34
129,札幌市立新川小学校,札幌市北区新川5条15丁目,学級閉鎖,2017/12/19(火),2017/12/21(木),1年3組33
130,札幌市立新川小学校,札幌市北区新川5条15丁目,学級閉鎖,2017/12/19(火),2017/12/21(木),2年2組27
131,札幌市立美香保小学校,札幌市東区北18条東6丁目1-10,学級閉鎖,2017/12/19(火),2017/12/21(木),5年1組32
132,札幌市立札幌小学校,北海道札幌市東区伏古一条二丁目1-31,学級閉鎖,2017/12/19(火),2017/12/21(木),1年2組18
133,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/19(火),2017/12/21(木),3年1組31
134,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/19(火),2017/12/21(木),3年3組33
135,札幌市立栄南小学校,札幌市東区北37条東20丁目3番1号,学年閉鎖,2017/12/19(火),2017/12/21(木),2年93
136,札幌市立栄南小学校,札幌市東区北37条東20丁目3番1号,学級閉鎖,2017/12/19(火),2017/12/21(木),1年3組28
137,札幌市立伏古北小学校,札幌市東区伏古11条1丁目2-10,学年閉鎖,2017/12/19(火),2017/12/21(木),1年70
138,札幌市立上白石小学校,北海道札幌市白石区菊水上町一条三丁目52,学年閉鎖,2017/12/19(火),2017/12/21(木),1年41
139,札幌市立大谷地小学校,札幌市白石区本通18丁目南1-1,学級閉鎖,2017/12/19(火),2017/12/21(木),1年1組29
140,札幌市立大谷地小学校,札幌市白石区本通18丁目南1-1,学級閉鎖,2017/12/19(火),2017/12/21(木),1年3組31
141,札幌市立大谷地小学校,札幌市白石区本通18丁目南1-1,学級閉鎖,2017/12/19(火),2017/12/21(木),2年3組26
142,札幌市立大谷地小学校,札幌市白石区本通18丁目南1-1,学級閉鎖,2017/12/19(火),2017/12/21(木),4年2組39
143,札幌市立東川下小学校,北海道札幌市白石区川下四条3丁目1番1号,学級閉鎖,2017/12/19(火),2017/12/21(木),1年1組25
144,札幌市立しらかば台小学校,札幌市豊平区月寒東4条18丁目10番43号,学級閉鎖,2017/12/19(火),2017/12/21(木),1年1組24
145,札幌市立清田小学校,北海道札幌市清田区清田一条4丁目3-30,学年閉鎖,2017/12/19(火),2017/12/21(木),3年75
146,札幌市立三里塚小学校,北海道札幌市清田区里塚二条六丁目七番一号,学級閉鎖,2017/12/19(火),2017/12/21(木),1年2組34
147,札幌市立三里塚小学校,北海道札幌市清田区里塚二条六丁目七番一号,学級閉鎖,2017/12/19(火),2017/12/21(木),3年2組28
148,札幌市立清田南小学校,北海道札幌市清田区清田5条2丁目18番1号,学級閉鎖,2017/12/19(火),2017/12/21(木),4年3組30
149,札幌市立平岡小学校,札幌市清田区平岡9条2丁目5-1,学級閉鎖,2017/12/19(火),2017/12/21(木),6年1組30
150,札幌市立平岡中央小学校,札幌市清田区平岡5条3丁目9番1号,学級閉鎖,2017/12/19(火),2017/12/21(木),5年1組31
151,札幌市立藻岩北小学校,札幌市南区川沿2条3丁目7-1,学級閉鎖,2017/12/19(火),2017/12/21(木),2年1組27
152,札幌市立手稲東小学校,札幌市西区西野4条3丁目7番1号,学級閉鎖,2017/12/19(火),2017/12/21(木),3年3組30
153,札幌市立手稲東小学校,札幌市西区西野4条3丁目7番1号,学級閉鎖,2017/12/19(火),2017/12/21(木),5年2組32
154,札幌市立二条小学校,北海道札幌市中央区南2条西15丁目,学年閉鎖,2017/12/19(火),2017/12/21(木),3年76
155,札幌市立西岡南小学校,北海道札幌市豊平区西岡4条12丁目7-1,学級閉鎖,2017/12/19(火),2017/12/22(金),2年4組30
156,札幌市立手稲山口小学校,札幌市手稲区曙11条2丁目7番1号,学級閉鎖,2017/12/19(火),2017/12/22(金),4年1組39
157,札幌市立手稲山口小学校,札幌市手稲区曙11条2丁目7番1号,学級閉鎖,2017/12/19(火),2017/12/22(金),6年3組33
158,札幌市立新川小学校,札幌市北区新川5条15丁目,学級閉鎖,2017/12/20(水),2017/12/22(金),2年4組27
159,札幌市立札苗北小学校,札幌市東区東苗穂9条3丁目2-3,学級閉鎖,2017/12/20(水),2017/12/22(金),3年5組34
160,札幌市立北野台小学校,札幌市清田区北野4条5丁目4番80号,学級閉鎖,2017/12/20(水),2017/12/22(金),3年1組28
161,札幌市立手稲山口小学校,札幌市手稲区曙11条2丁目7番1号,学級閉鎖,2017/12/20(水),2017/12/22(金),1年1組34
162,札幌市立新発寒小学校,札幌市手稲区新発寒2条2丁目1115番地307,学級閉鎖,2017/12/20(水),2017/12/22(金),2年1組35
163,札幌市立栄中学校,札幌市東区北46条東6丁目1番1号,学級閉鎖,2017/12/20(水),2017/12/22(金),1年5組32
164,札幌市立丘珠中学校,札幌市東区丘珠町674番地,学級閉鎖,2017/12/20(水),2017/12/22(金),2年2組39
165,札幌市立手稲中学校,札幌市手稲区富丘3条5丁目2-1,学級閉鎖,2017/12/20(水),2017/12/22(金),1年6組30
166,札幌市立北陽小学校,北海道札幌市北区北31条西9丁目2-1,学級閉鎖,2017/12/20(水),2017/12/23(土),4年1組24
167,札幌市立北野台小学校,札幌市清田区北野4条5丁目4番80号,学級閉鎖,2017/12/21(木),2017/12/23(土),5年1組37
168,札幌市立北野台小学校,札幌市清田区北野4条5丁目4番80号,学級閉鎖,2017/12/21(木),2017/12/23(土),6年2組39
169,札幌市立栄中学校,札幌市東区北46条東6丁目1番1号,学級閉鎖,2017/12/21(木),2017/12/23(土),3年1組35
170,札幌市立清田南小学校,北海道札幌市清田区清田5条2丁目18番1号,学級閉鎖,2017/12/20(水),2017/12/24(日),3年2組31
171,札幌市立美園小学校,北海道札幌市豊平区平岸5条7丁目2-21,学級閉鎖,2017/12/21(木),2017/12/24(日),2年2組24
172,札幌市立清田南小学校,北海道札幌市清田区清田5条2丁目18番1号,学級閉鎖,2017/12/21(木),2017/12/24(日),3年1組31
173,札幌市立札幌小学校,北海道札幌市東区伏古一条二丁目1-31,学級閉鎖,2017/12/19(火),2017/12/24(日),1年2組-
174,札幌市立東光小学校,札幌市東区本町2条1丁目2-32,学級閉鎖,2017/12/22(金),2017/12/24(日),5年2組31
175,札幌市立清田南小学校,北海道札幌市清田区清田5条2丁目18番1号,学級閉鎖,2017/12/22(金),2017/12/24(日),6年1組31
176,札幌市立北野台小学校,札幌市清田区北野4条5丁目4番80号,学級閉鎖,2017/12/22(金),2017/12/24(日),1年2組27
177,札幌市立北野台小学校,札幌市清田区北野4条5丁目4番80号,学級閉鎖,2017/12/22(金),2017/12/24(日),1年3組28
178,札幌市立新発寒小学校,札幌市手稲区新発寒2条2丁目1115番地307,学年閉鎖,2017/12/22(金),2017/12/24(日),3年52
179,札幌市立月寒中学校,札幌市豊平区月寒東2条2丁目4-54,学級閉鎖,2018/01/23(火),2018/01/24(水),特別支援学級‐15
180,北海道札幌啓北商業高等学校,札幌市南区石山1条2丁目15-1,学年閉鎖,2018/01/23(火),2018/01/24(水),1年236
181,北海道札幌啓北商業高等学校,札幌市南区石山1条2丁目15-1,学年閉鎖,2018/01/23(火),2018/01/24(水),2年238
182,札幌市立北辰中学校,札幌市北区北18条西2丁目,学級閉鎖,2018/01/23(火),2018/01/25(木),1年4組30
183,札幌市立北陽中学校,札幌市北区北34条西7丁目3番1号,学級閉鎖,2018/01/23(火),2018/01/25(木),1年6組31
184,札幌市立北陽中学校,札幌市北区北34条西7丁目3番1号,学級閉鎖,2018/01/23(火),2018/01/25(木),3年6組35
185,札幌市立新川西中学校,北海道札幌市北区新川4条15丁目1番1号,学級閉鎖,2018/01/23(火),2018/01/25(木),2年2組35
186,札幌市立札苗北中学校,札幌市東区東苗穂10条3丁目16番20号,学年閉鎖,2018/01/23(火),2018/01/25(木),1年235
187,札幌市立東白石中学校,札幌市白石区南郷通15丁目北4番1号,学級閉鎖,2018/01/23(火),2018/01/25(木),1年1組32
188,札幌市立東白石中学校,札幌市白石区南郷通15丁目北4番1号,学級閉鎖,2018/01/23(火),2018/01/25(木),1年5組31
189,札幌市立厚別北中学校,札幌市厚別区厚別町小野幌774番地5,学級閉鎖,2018/01/23(火),2018/01/25(木),1年5組32
190,札幌市立厚別北中学校,札幌市厚別区厚別町小野幌774番地5,学級閉鎖,2018/01/23(火),2018/01/25(木),1年6組32
191,札幌市立西野中学校,北海道札幌市西区西野8条7丁目5番1号,学級閉鎖,2018/01/23(火),2018/01/25(木),2年4組35
192,札幌市立新陵中学校,札幌市手稲区新発寒5条4丁目4番1号,学級閉鎖,2018/01/23(火),2018/01/25(木),1年4組29
193,札幌市立新陵中学校,札幌市手稲区新発寒5条4丁目4番1号,学級閉鎖,2018/01/23(火),2018/01/25(木),2年2組37
194,札幌市立北陽中学校,札幌市北区北34条西7丁目3番1号,学級閉鎖,2018/01/24(水),2018/01/26(金),1年1組31
195,札幌市立北白石中学校,札幌市白石区北郷6条3丁目5番1号,学級閉鎖,2018/01/24(水),2018/01/26(金),2年3組35
